CIC,ACNA,Entity,Assgnmt Dt,Contact,Phone,Street,City,State,Zip
5509,PHA,Phillips County Telephone Co.,8/20/98,Vince Kropp,970-854-2201,240 S. Interocean Ave.,"Holyoke,",CO,80734
5510,UVR,MCImetro Access Transmission Services LLC,12/14/1995,godfrey.chisanga@verizon.com,,,,,
5511,COJ,"First Communications, LLC",8/11/1995,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
5513,INQ,"Intercontinental Comms. Group, Inc. dba Fusion Telecom",01/19/1998,Jerry Bir,954-331-2400,"1415 West Cypress Creek Rd., Suite 220","Fort Lauderdale,",FL,33309
5514,OET,"Com Net, Inc.",06/24/1997,Tim Berelsman,419-739-3151,P.O. Box 2038,"Wapakoneta,",OH,45895
5517,NBB,McNabb Long Distance,03/08/1999,Sally Walin,815-882-2204,308 West Main St.,"McNabb,",IL,61335
5519,HEM,"Berkeley Cable Television, Inc. dba Home Telecom",1/11/2005,Denny Thompson,843-761-9173,579 Stoney Landing Rd.,Moncks Corner,SC,29461
5520,HMP,"Berkeley Cable Television, Inc. dba Home Telecom",12/14/1995,Denny Thompson,843-761-9173,"579 Stoney Landing Rd., SC 29461","Moncks Corner,",SC,29461-1194
5521,TFU,TelePacific Communications,12/09/1998,Lee Tracy,213-223-4848,"515 S. Flower St., Floor 47","Los Angeles,",CA,90071
5522,DSR,"Telapex Long Distance, Inc.",09/20/1995,Allen McIntosh,601-487-7505,1018 Highland Colony Pkwy.,Ridgeland,MS,39157
5525,RLU,"Armstrong Telecommunications, Inc.",07/01/2002,John R. McArdle,724-283-0925,One Armstrong Place,"Butler,",PA,16001
5528,HTH,"Horry Telephone Cooperative, Inc.",11/29/1997,Jamie Ponder,843-369-8321,3480 Hwy. 701 N.,"Conway,",SC,29528
5530,AXJ,"Birch Communications, Inc.",1/5/2005,Pamela L. Hintz,978-848-2055,"210 Interstate North Parkway, Suite 300",Atlanta,GA,30339
5532,LHL,Laurel Highland Long Distance Co.,12/30/1996,Christine L. Lalor,724-593-2411,4157 Main Street,Stahlstown,PA,15687
5533,AXJ,"Birch Communications, Inc.",11/15/2007,Pamela L. Hintz,978-848-2055,"210 Interstate North Parkway, Suite 300",Atlanta,GA,30339
5534,LGI,"Legacy Long Distance Intl., Inc.",09/28/1997,Edward Arthurs,714-826-0547,10833 Valley View St.,"Cypress,",CA,90630
5535,LKD,"Windstream Lakedale Link, Inc.",10/06/1995,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5536,PUR,PRTC Competitive Svcs. LDC,12/01/1995,Carlos E. Escobar,787-792-3211,1513 F.D. Roosevelt Ave.,Guaynabo,PR,00968
5541,LME,"Palmetto Telephone Communications, LLC",08/13/1999,Valerie Ancrum,843-538-2020,2471 Jefferies Hwy.,"Walterboro,",SC,29488
5544,VEU,"Verneau Networks, Inc.",01/31/2003,Donald J. Hammer,608-489-2100,"121 Mill St., P.O. Box 427","Hillsboro,",WI,54634-0427
5545,GVE,"Craigville Telephone Company, Inc.",01/31/2003,Lee VonGunten,260-565-3131,2351 N. Main St.,"Craigville,",IN,46731
5546,IZH,Citizens Telephone Corporation,10/14/2002,Ellen Laymon,260-375-2111,426 N. Wayne St.,"Warren,",IN,46792
5547,WHO,Walnut Hill Telephone Company,10/04/2000,Joseph Glass,870-921-4224,"120 East First St., P.O. Box 729","Lewisville,",AR,71845-0729
5549,IVU,"Smithville Telecom, LLC",11/30/1999,Tony Walton,812-935-2308,1600 W. Temperance St.,"Ellettsville,",IN,47429
5550,MGL,"The Millennium Group Telemanagement, L.L.C.",08/04/1997,---,---,---,---,---,---
5551,OIO,"Telovations, Inc.",4/20/2007,---,---,1511 N. West Shore Blvd.,Tampa,FL,33607
5553,LKF,"Lakefield Telephone Company, LLC",02/18/1997,Jim Paulos,920-617-7085,470 Security Blvd.,Green Bay,WI,54313
5554,HAO,"Hartington Telecommunications Co., Inc.",11/20/2008,Mike Becker,402-254-3901,104 W. Centre St.,Hartington,NE,68739
5555,TNB,"Broadwing Communications, LLC",09/12/1995,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
5556,BGT,"Bay Springs Long Distance, Inc.",04/23/1996,Lisa Wigington,601-354-9070,236 E. Capitol St.,Jackson,MS,39201
5558,OTZ,"OTZ Telecommunications, LLC",02/07/1998,Donna McConnell,907-442-1000,"346 Tundra Way, P.O. Box 324",Kotzebue,AK,99752
5559,CPV,"Cooperative Communications, Inc.",08/22/1995,Karen McDine,973-759-8100x1113,412-420 Washington Ave.,"Belleville,",NJ,07109
5561,AVJ,"Windstream Kerrville Long Distance, LP",10/30/1998,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5562,HMR,Harmony Telephone Company,4/6/2006,Jill Fishbaugher,507-886-2525,35 First Avenue NE,Harmony,MN,55939
5564,AVJ,"Windstream Kerrville Long Distance, LP",06/07/1999,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5565,YAK,Yak Communications (Canada) Corp.,10/09/1998,Andy Jaikissoon,647-925-5555,"48 Yonge Street, Suite 1200","Toronto, Ontario",CANADA,M5E 1G6
5567,RSM,"Nex-Tech, LLC",04/24/1998,Ryan J. Grammon,785-567-4281,P.O. Box 158,Lenora,KS,67645
5568,SGS,"Cass Long Distance, Inc.",12/30/1998,Mike Reynolds,217-452-4116,100 Redbud Rd.,"Virginia,",IL,62691
5571,MJD,"FairPoint Carrier Services, Inc.",1/17/1997,Alrick Thomas,207-648-3460,One Davis Farm Rd.,Portland,ME,04103
5572,SHK,ShawneeLink Corporation,02/19/1999,James Coyle,618-276-4211,120 W. Lane St.,"Equality,",IL,62934
5575,TVW,"Citizens Telephone Company, Inc.",09/16/1997,Chad Ledger,229-874-2246,"134 N. Bailey Ave., P.O. Box 187","Leslie,",GA,31764
5576,FCB,"Falcon Broadband, Inc.",2/4/1999,David Bryan,719-559-8440,555 Hathaway Dr.,Colorado Springs,CO,80915
5579,RWK,"Craw-Kan Communication Systems, Inc.",03/05/2004,Craig Wilbert,620-724-8235,"200 N. Ozard, P.O. Box 100","Girard,",KS,66743
5581,IWA,"Windstream Iowa Communications, Inc.",05/15/2000,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5582,KAP,Kaplan Telephone Co.,02/09/1999,Carl Turnley,337-643-7171,118 No. Irving Ave.,"Kaplan,",LA,70548-7171
5584,WMN,Wightman Telecom Ltd.,01/30/2003,Kolos Gugan,519-327-9268,"100 Elora St. N., P.O. Box 70","Clifford, Ontario",CANADA,N0G 1M0
5585,EJC,Citizens Communications,1/31/2014,Chad Ledger,229-874-2246,"134 N. Bailey Ave., P.O. Box 187",Leslie,GA,31764
5587,BBB,"Baldwin Broadband, LLC",4/26/2007,Matt Sparks,715-688-1055,930 Maple St.,Baldwin,WI,54002-0197
5588,GBR,Global Rate Processing,11/22/1996,---,---,---,---,---,---
5589,MKB,"Mark Twain Long Distance, Inc.",01/31/2000,Jim Lyon,660-423-5211,"P.O. Box 68, Hwy. 6 East","Hurdland,",MO,63547
5590,RSM,"Nex-Tech, LLC",05/28/2003,Ryan J. Grammon,785-567-4281,P.O. Box 158,Lenora,KS,67645
5593,DLH,DTC Cable Inc.,08/25/1999,Ann M. Mullenix,607-746-1563,107 Main St.,Delhi,NY,13753
5595,WLA,"Western Long Distance, Inc.",03/31/2000,Julia H. DeMartini,360-321-0001,14888 SR 525,"Langley,",WA,98260
5597,GNN,"Grantsburg Telcom, Inc.",06/19/2000,Dana Olson,715-463-5322,139 West Madison Ave.,"Grantsburg,",WI,54840
5599,PHG,"BRE Communications, LLC dba Phone Michigan",03/09/1997,William Stephens,---,G-4074 S. Linden Rd.,"Flint,",MI,48507
5600,IBD,"Big Bend Telecom, Ltd.",11/30/2006,Lauren Sanders,432-364-0054,808 N. 5th St.,Alpine,TX,79830
5601,LLD,"LEC Long Distance, Inc.",08/26/1998,Dee Cobern,---,"192 W. Broadway, P.O. Box 562","Peculiar,",MO,64078
5602,IBD,"Big Bend Telecom, Ltd.",8/12/2013,Lauren Sanders,432-364-0054,808 N. 5th St.,Alpine,TX,79830
5604,SYA,"Siskiyou Communications, Inc.",05/08/2000,Kisten Berryhill,530-467-6181,"P.O. Box 157, 30 Telco Way",Etna,CA,96027
5607,AFY,"Allegiance Telecom, Inc.",03/02/1998,Rhea Kwon,---,"111 E. Wacker Dr., Suite 1210","Chicago,",IL,60601
5611,IMA,"Inter-Mountain Cable, Inc.",09/10/1997,James O. Campbell,606-478-9401,5 Laynesville Rd.,"Harold,",KY,41635
5614,IWA,"Windstream Iowa Communications, Inc.",05/15/2000,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5615,SUJ,Spencer Municipal Communications Utility,08/28/2003,Josh Nelson,712-580-5800,712 North Grand Ave.,"Spencer,",IA,51301
5618,SPS,"Starpower Communications, LLC",3/31/1999,Debbie A. Cumbo,570-270-1843,100 Baltimore Dr.,Wilkes-Barre,PA,18702
5619,GBH,"Golden Belt Telephone Association, Inc.",03/15/2000,Janice Rein,785-372-4236,"P.O. Box 229, 108 Lincoln",Rush Center,KS,67575
5621,KMM,"CenturyLink Communications, LLC",01/30/1998,James B. Cooper,318-340-5343,100 CenturyLink Dr.,Monroe,LA,71203
5625,GTR,VDL Inc. dba Global Telecom Brokers,3/26/2010,Juan L. Faidley,410-581-4833 x147,500 Redland Court,"Owings Mills,",MD,21117
5627,GHT,Grande Communications Networks LLC,02/19/1998,Ola M. Young,512-878-5492,401 Carlson Circle,"San Marcos,",TX,78766
5629,TQJ,TelQuest Communications Corp.,04/13/1999,Buddy Pack,---,---,---,---,---
5630,UER,Custer Telephone Long Distance,07/29/1999,Dennis L. Thornock,208-879-2281,"1111 South Main St., P.O. Box 324","Challis,",ID,83226
5632,BDF,Biddeford Internet Corp.,4/18/2006,Jason Clark,207-494-2144,43 Landry St.,Biddeford,ME,04005
5633,MNK,"Madison Network Systems, Inc.",12/09/1996,Mary J. Schwartz,618-635-7283,"21668 Double Arch Rd., P.O. Box 29",Staunton,IL,62088
5635,NDL,North Dakota Long Distance,12/09/1996,Juli Bryl,701-662-7350,211 22nd Street NW,"Devils Lake,",ND,58301
5636,TKR,"Tri Tel, Inc.",12/29/1997,Chris A. Davidson,307-568-3357,P.O. Box 671,"Basin,",WY,82410
5637,NDL,North Dakota Long Distance,10/7/2009,Juli Bryl,701-662-7350,211 22nd Street NW,"Devils Lake,",ND,58301
5639,NEQ,North-Eastern Pennsylvania Telephone Co.,07/17/1997,Robert Trusky,570-785-3112,720 Main St.,"Forest City,",PA,18421-0150
5640,FID,"Fidelity Cablevision, LLC",6/3/1999,Melinda Lahmann,573-468-1216,64 North Clark St.,"Sullivan,",MO,63080
5642,NVE,Mpower Communications,08/21/1997,Armando U. Mercado,213-213-3426,3301 N. Buffalo Dr.,"Las Vegas,",NV,89129
5643,RYC,"Royale Comtronics, Inc.",9/24/2008,Brett Christiansen,218-346-8138,150 2nd Street SW,Perham,MN,56573
5645,EPB,Electric Power Board of Chattanooga,07/16/1999,Dale D. Donaldson,423-648-1525,10 West M.L. King Blvd. (P.O. Box 182255),"Chattanooga,",TN,37422
5646,PBG,PBC Long Distance,8/10/2011,Terry Smyly,334-385-5000,3984 County Rd. 32,Arlington,AL,36722
5648,AYB,"Al-Call, Inc.",12/29/1997,Melissa Mathews,912-632-3103,101 Mercer St.,"Alma,",GA,31510
5649,IOG,Citizens Long Distance Company,09/17/1999,Jeffery Sappington,660-584-2111,1905 Walnut,Higginsville,MO,64037
5651,OAY,Consolidated Telephone Company,2/28/2007,Jason Atwater,218-454-1137,"1102 Madison St., P.O. Box 972","Brainerd,",MN,56401
5652,CPV,"Cooperative Communications, Inc.",12/03/1998,Karen McDine,973-759-8100x1113,412-420 Washington Ave.,"Belleville,",NJ,07109
5654,LEA,Clear World Communications Corporation,02/03/1999,Mike Mancuso,---,---,---,---,---
5655,WVD,West River Long Distance,10/18/1995,Ranae Schmidt,701-748-2211,101 W. Main St.,"Hazen,",ND,58545
5656,BWT,Baltimore-Washington Telephone Company,4/24/2019,Justin B. Newman,949-596-4629,4695 MacArthur Court,Newport Beach,CA,92660
5658,SSH,SCS Communications & Security dba North Santiam Comms.,08/08/1999,Cindy Korkow,503-769-9051,475 N. Second Ave.,"Stayton,",OR,97383
5662,PSJ,"Pioneer Consolidated, Inc.",5/21/2001,Virginia Tucker,541-929-3135,"1304 Main St., P.O. Box 583","Philomath,",OR,97370
5663,PUH,Personal Touch,09/10/1998,Karen Zimmerman,903-994-2211,200 Frisco St.,"Cumby,",TX,75433
5664,WSW,"24-7 Telcom, Inc.",08/22/1997,Randy Siler,715-231-2000,912 Crescent St.,Menomonie,WI,54751
5665,DLJ,DSL Internet Corporation,11/29/2001,Bryant Valencia,305-779-7777,"5000 SW 75th Ave., 3rd Floor","Miami,",FL,33155
5666,AXQ,"Axces, Inc.",11/03/1998,Tim Till,---,"2500 Wilcrest, Suite 500","Houston,",TX,77042
5667,OCB,"Ovation Communications, Inc.",06/17/1997,Chad Hoffstetter,---,"401 Second Ave. South, Suite 900","Minneapolis,",MN,55401
5668,VLR,"Cavalier Telephone, LLC",07/08/1998,Nichole M. Trimble,804-422-4959,2134 W. Laburnum Ave.,Richmond,VA,23227
5671,NSC,"Windstream NuVox, Inc.",03/30/1998,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5672,WIN,"First Communications, LLC",02/26/1987,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
5674,PUR,Puerto Rico Telephone Company,05/22/1998,Carlos E. Escobar,787-792-3211,1513 F.D. Roosevelt Ave.,Guaynabo,PR,00968
5676,LHG,Lafayette City-Parish Consolidated Government,03/13/2002,Chad M. Governale,337-291-8128,"700 St. John Street, Suite 300",Lafayette,LA,70501
5678,FTB,Consolidated Communications Telecom Services of Texas Company,01/23/1996,Chris B. Copenhaver,936-637-4434,321 N. First,Lufkin,TX,75902
5679,NPE,Consolidated Communications of Pennsylvania Company ,01/04/1997,Chris B. Copenhaver,936-637-4434,321 N. First,Lufkin,TX,75902
5681,BUM,"Bruce Telecommunications, LLC",12/19/2001,"David J. Manosky, Jr.",715-868-5111,620 North Alvey St.,"Bruce,",WI,54819-0100
5682,FII,"SMITCOMS, INC.",2/29/2012,Eldert Louisa,721-542-9140,Soualiga Boulevard - #5,Philipsburg,St. Maarten,- -
5684,YLO,"Taylor Telecommunications, Ltd.",09/17/2003,Steve Singletary,325-846-4111,North Interstate 20,"Merkel,",TX,79536
5685,TAY,"Taylor Telephone Co-operative, Inc. dba Taylor Telecom",11/27/2019,Amanda Hofer,325-846-4125,9798 Interstate 20,Merkel,TX,79536
5686,BTU,"BTC Communications, Inc.",09/11/1999,Jim Smart,715-568-4830,1120 15th Avenue,"Bloomer,",WI,54724-1697
5687,GVS,"Guadalupe Valley Communications Systems, LP",10/23/1998,Robert A. Hunt,830-885-8239,36101 F.M. 3159,New Braunfels,TX,78132
5688,DVT,Americatel,12/19/1996,Aurora Ares,301-610-4339,"7361 Calhoun Pl., Suite 650",Rockville,MD,20855
5689,MJL,Molalla Telephone Company,01/05/2001,Stephen M. Jantz,503-829-1121,211 Robbins St.,"Molalla,",OR,97038
5690,VTY,"Vermont Telephone Company, Inc.",07/20/2000,Dawn E. Tucker,802-885-7783,354 River St.,"Springfield,",VT,05156
5691,REY,"Reynolds Long Distance, Inc.",11/30/1999,Jace A. Taylor,309-372-4490,"221 West Main St., Box 27","Reynolds,",IL,61279
5692,TIT,Taconic TelCom Corp.,01/20/1997,Steve Zacharzuk,518-392-1250,1 Taconic Place,"Chatham,",NY,12037
5695,DSG,"DSCI, LLC",2/9/2005,Timothy Battles,781-862-8300,"One Sundial Ave., Suite 414",Manchester,NH,03103
5696,BGL,"Bluegrass Telecom, LLC",01/12/1998,Mike Grendi,270-769-0339,2902 Ring Rd.,"Elizabethtown,",KY,42701
5697,XNP,North Penn Long Distance Corporation,12/8/1997,William E. Doran,607-522-4218,34 Main St.,Prattsburgh,NY,14873
5698,IAL,"International Telecom, Inc. ",11/12/1996,Michael K. Nichols,907-349-6557,P.O. Box 230750,"Anchorage,",AK,99523-0750
5699,NCW,"National ComTel Network, Inc.",05/15/1998,Todd McIntyre,303-470-9499,9382 Desert Willow Trail,Highlands Ranch,CO,80129
5700,WGO,WCTA Long Distance Co.,07/29/1998,Mark Thoma,641-592-6105,704 E. Main St.,"Lake Mills,",IA,50450
5701,MOW,"Blackfoot Communications, Inc.",03/18/1999,Michelle L. Owens,406-541-5131,1221 North Russell St.,Missoula,MT,59808
5702,VED,"VAL-ED Joint Venture, LLP",06/03/1999,Brian Crommett,218-284-5702,702 Main Ave.,Moorhead,MN,56560
5703,KMM,"CenturyLink Communications, LLC",06/27/1997,James B. Cooper,318-340-5343,100 CenturyLink Dr.,Monroe,LA,71203
5704,WUY,"Walnut Telephone Co., Inc.",11/8/2007,Janell Hansen,712-784-2211,510 Highland St.,"Walnut,",IA,51577
5705,NKX,New Knoxville Telephone Company,08/08/2000,Preston Meyer,419-753-2457,301 West South St.,"New Knoxville,",OH,45871
5708,FFR,Fiber Four Corporation,04/27/1999,Angie Vernon,660-744-5311,214 S. Main St.,Rock Port,MO,64482
5709,MXD,"MountaiNet Long Distance, Inc.",3/3/2006,Gwen R. Godsey,276-452-7217,121 Woodland St.,"Gate City,",VA,24251
5712,EVV,"Emery Telecommunications & Video, Inc.",4/3/2012,Brock Johansen,435-748-2223,445 East Highway 29,Orangeville,UT,84537
5713,IMA,"Inter-Mountain Cable, Inc.",09/10/1997,James O. Campbell,606-478-9401,5 Laynesville Rd.,"Harold,",KY,41635
5715,CJH,"Chequamegon Communications Cooperative, Inc.",02/12/1997,Dave Carter,715-798-3303,"43705 US Hwy. 63, P.O. Box 67","Cable,",WI,54821
5716,MYO,Millry Communication Inc.,08/27/2002,Gene Brown,334-846-2911,P.O. Box 561,"Millry,",AL,36558
5717,SAW,"South Central Wireless, Inc.",04/14/2003,Carla Shearer,620-930-1082,215 S. Iliff,Medicine Lodge,KS,67104
5718,PBJ,"Planters Communications, LLC",9/4/2008,Lee Moore,912-857-4411,110 Ogeechee St.,Newington,GA,30446
5719,PLW,"Planters Telephone Long Distance, Inc.",12/17/1999,Lee Moore,912-857-4411,110 Ogeechee St.,"Newington,",GA,30446
5720,IOG,Citizens Long Distance Company,09/17/1999,Jeffery Sappington,660-584-2111,1905 Walnut,Higginsville,MO,64037
5721,RBN,"Lumos Networks, Inc.",01/19/1998,Mark M. Ritter,540-946-7240,One Lumos Plaza,"Waynesboro,",VA,22980
5722,SBC,Southwestern Bell Comms. Svcs. Inc. dba Southwestern Bell LD,,Joe Brozynski,414-283-0991,722 N Broadway 04M275C,Milwaukee,WI,53202
5723,CBV,Cablevision Lightpath Inc.,10/17/2002,Tony Filippone,516-803-6240,200 Jericho Quadrangle,Jericho,NY,11753
5724,TOV,"Buckeye TeleSystem, Inc.",12/29/1997,Teri L. Cunningham,419-724-3891,4818 Angola Rd.,"Toledo,",OH,43615
5725,HAQ,Hart Communications Inc.,12/16/2008,Dennis Cobb,706-856-2291,196 Forest Ave.,Hartwell,GA,30643
5729,DLH,DTC Cable Inc.,08/25/1999,Ann M. Mullenix,607-746-1563,107 Main St.,Delhi,NY,13753
5730,WHI,"Wabash Independent Networks, Inc.",06/22/1999,Barry Adair,618-665-3311,P.O. Box 299,"Louisville,",IL,62858
5731,PSZ,"CP-Tel Network Services, Inc.",5/9/2006,Tom Edens,318-352-0014,5909 Hwy. 1 Bypass,"Natchitoches,",LA,71457
5732,NKO,North Rock Communications Ltd.,07/30/2003,Buddy Stamper,441-540-3108,Jardine Bldg.,Hamilton,Bermuda,HM-11
5733,PLZ,"Plant Long Distance Company, Inc.",04/13/1998,Gordon M. Duff,800-342-7564,1703 US Hwy 82 West,"Tifton,",GA,31793
5734,XPN,"Plant Telenet, Inc.",6/25/2010,Gordon Duff,229-528-4777,1703 US Hwy. 82 West,Tifton,GA,31793
5736,GHC,"Green Hills Communications, Inc.",09/29/1998,Renee Reeter,660-644-5411,"7926 Northeast State Route M, P.O. Box 227",Breckenridge,MO,64625
5737,DOB,"Logix Communications, L.P.",12/17/1996,Ken Bonvillian,713-865-8233,"2950 N. Loop West, Suite 1200","Houston,",TX,77092
5738,SEQ,"SE Acquisitions, LLC dba Southeast Telephone",07/10/1996,Linda Hunt,502-410-1531,"1901 Eastpoint Pkwy,",Louisville,KY,40223
5739,SEQ,"SE Acquisitions, LLC dba Southeast Telephone",4/27/2009,Linda Hunt,502-410-1531,"1901 Eastpoint Pkwy,",Louisville,KY,40223
5740,HZL,Horizon Long Distance,04/30/1997,Jeffrey Blevens,740-772-8327,52 East Main St.,"Chillicothe,",OH,45601
5742,---,Hay Communications Co-operative Limited,09/29/2001,Angela Schneider,519-236-1182,PO Box 99,"Zurich, Ontario",CANADA,N0M 2T0
5743,---,Hay Communications Co-operative Limited,6/7/2007,Angela Schneider,519-236-1182,PO Box 99,"Zurich, Ontario",CANADA,N0M 2T0
5744,OGT,Electric Lightwave LLC dba Allstream,08/28/1997,Jeanne R. Bell,360-558-4159,18110 SE 34th St.,Vancouver,WA,98683
5745,DOX,Delcom Inc.,03/05/2003,Denny Bergstrom,915-964-2352,610 South Main St.,"Dell City,",TX,79837
5746,PVK,"Progressive Cooperative Communication Services, LLC",3/15/2018,Ron Chambers,478-984-4201,"P.O. Box 98, 890 Simpson Ave.",Rentz,GA,31075
5748,---,Amtelecom Communications,09/29/2001,Kim Brown,902-446-3794,"P.O. Box 8660, Station A","Halifax, NS",CANADA,B3K 5M3
5749,EOE,Select Connect Communications LLC,10/15/2002,Joe Moffatt,662-871-1940,1960 McCullough Blvd.,"Tupelo,",MS,38801
5750,RTF,Runestone Telephone Association,5/31/2007,Jeanne M. Meidl,320-986-2013,"P.O. Box 336, 100 Runestone Drive",Hoffman,MN,56339
5753,LKD,"Windstream Lakedale Link, Inc.",10/02/1996,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
5756,TIM,"Level 3 Telecom Holdings, LLC",11/14/1996,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
5759,REM,Valuline Long Distance,07/19/1995,Melvin Reams,512-249-7787,"13809 N. Hwy. 183, Suite 705",Austin,TX,78750-1246
5762,---,Lansdowne Rural Telephone Company,09/29/2001,Rhonda Hunt,613-659-2222,P.O. Box 9,"Lansdowne, Ontario",CANADA,K0E 1L0
5764,ROA,Roanoke Telephone Co. Inc.,11/26/1997,Lisa Wigington,601-354-9070,236 E. Capitol St.,Jackson,MS,39201
5768,IEO,"PTI Pacifica, Inc.",07/14/1999,James Q. Calderwood,670-234-2550,P.O. Box 500306,"Saipan,",MP,96950
5772,LWV,"Lightwave Communications, LLC",3/30/2005,JoAnn Wight,610-755-4397,1019 W. Ninth Ave.,King of Prussia,PA,19406
5774,POH,"Progressive Rural LD, Inc.",06/30/1998,Ron Chambers,478-984-4201,"P.O. Box 98, 890 Simpson Ave.","Rentz,",GA,31075
5775,TYW,TDS Telecom,03/21/1997,Phillip M. Berry,608-664-4524,525 Junction Rd.,Madison,WI,53717
5776,SDO,Saddleback Communications,10/15/1998,Jose Crespo,480-850-7000,10190 E. McKellips Rd.,"Scottsdale,",AZ,85256
5777,AOL,Apollo Telecom,08/18/1995,---,---,---,---,---,---
5781,STZ,Americatel Corporation,1/26/1998,Aurora Ares,301-610-4339,"7361 Calhoun Place, Suite 650",Rockville,MD,20855
5782,RVT,SureWest Telephone,04/30/1997,Cat Baird,916-786-1619,P.O. Box 969,"Roseville,",CA,95678
5783,MNJ,"Mon-Cre Telephone Cooperative, Inc.",01/23/1998,Teresa E. Rich,334-562-3473,"Main Street, P.O. Box 125","Ramer,",AL,36069
5785,PMO,Palmerton Telephone Co.,07/19/1997,Timothy Hausman,610-826-9433,475 Delaware Ave.,Palmerton,PA,18071
5786,PVN,"PVT Networks, Inc.",09/10/1997,Dale Laman,575-748-1241,4011 W. Main St.,Artesia,NM,88210-9566
5787,DLV,"Delta Communications, LLC",9/12/2007,Kevin D. Edwards,618-294-8000,2 N. Vine St.,Harrisburg,IL,62946
5790,ENN,"Century Enterprises, Inc.",03/11/1999,"James W. Broemmer, Jr.",309-778-8611,"285 MidCentury Lane, P.O. Box 380",Fairview,IL,61432
5791,GIO,"Grand River Comms., Inc. dba Grand River Long Distance",08/31/1999,Ron Hinds,660-748-2220,1001 Kentucky St.,"Princeton,",MO,64673
